English,French,eng_len,fr_len
Uniformity needs to be worked on.,Il faut travailler pour obtenir cette uniformité.,5,6
"The ""Erika"" incident was serious especially for the people of Brittany most closely affected, but it was devastating for the wildlife of much of Europe.","L'accident de l'Erika est grave, en particulier pour les Bretons qui ont été le plus touchés mais il s'est avéré dévastateur pour la faune de la majeure partie de l'Europe.",24,29
"There are those who are in favour of new agreements between Israel and Syria, but only a few focus on the real problem at the heart of the Middle East issue.",Certaines plaident de nouveaux accords entre Israël et la Syrie mais peu attirent l'attention sur le problème réel au centre de la question du Moyen-Orient.,30,24
"Report (A5-0069/1999) by Mr von Wogau, on behalf of the Committee on Economic and Monetary Affairs, on the Commission White Paper on modernisation of the rules implementing Articles 85 and 86 of the EC Treaty (COM(1999)0101 - C5-0105/1999 - 1999/2108(COS))","Rapport (A5-0069/1999) de M. von Wogau, au nom de la commission économique et monétaire, sur le Livre blanc de la Commission sur la modernisation des règles d'application des articles 85 et 86 du Traité CE (COM(1999)0101 - C5-0105/1999 - 1999/2108(COS))",39,39
"We are also doing a number of other things: in the European Union-China human rights dialogue, we have focused on a number of practical steps, including sending experts on assignment to Tibet, planning development assistance programmes and activities focusing on health, education and training for Tibetans.","Nous entreprenons également d'autres actions : au cours du dialogue entre l'Union européenne et la Chine sur les droits de l'homme, nous avons mis l'accent sur une série de mesures pratiques, y compris l'envoi d'experts en mission au Tibet, la planification de programmes d'aide au développement et des activités ayant trait à la santé, l'éducation et la formation pour les Tibétains.",45,60
"This report is essentially a primitive text with no inspiration other than the law of the jungle, for it is not competition that can solve the problems facing humanity at this turn of the century.","Ce rapport est, au fond, un texte primitif qui n' a d' autre inspiration que la loi de la jungle, car la concurrence ne peut résoudre aucun des problèmes qui se posent à l' humanité à ce tournant du siècle.",34,39
"The Commission, Mr Barnier, Mr Vitorino and several Member States are equally receptive to the idea.","De même, la Commission, par la voix de MM. Barnier et Vitorino, ainsi que certains États membres y sont résolument favorables.",15,20
"Competition is certainly fundamental to the social market economy and European competition policy is a success story; take the energy and telecommunications sectors, where there has been a demonstrable lowering of prices and improvement in quality of service.","À coup sûr, la concurrence est le fondement de l'économie sociale de marché et l'histoire de la politique européenne de concurrence est celle d'un succès, notamment dans le secteur de l'énergie et celui des télécommunications, qui a clairement mené à la baisse des prix et l'amélioration des services.",37,47
"Indeed this disaster involving the Erika, like that of the Russian vessel in Turkey, moreover, is unacceptable and intolerable at a time when the ultimate hi-tech technology is available.","Oui, cet accident de l'Erika, comme celui du bateau russe en Turquie d'ailleurs, est inacceptable et intolérable au moment où la haute technologie est portée au zénith.",28,26
I object to the fact that we are cutting back the time for Question Time; it is one of the few occasions when backbenchers have a chance to get their time on the floor and I do ask you to extend it to one and a half hours as is on the agenda.,J'émets une objection quant au fait que nous diminuions le temps de l'heure des questions ; c'est une des rares occasions au cours de laquelle le commun des députés a l'opportunité d'intervenir et je vous demande de la prolonger à une heure et demie comme il est stipulé dans l'ordre du jour.,52,51
"Europe should not be completely absent, as the states tend to want.","Il ne faudrait pas, comme ont tendance à le vouloir les États, que l'Europe disparaisse complètement.",11,15
"Concerning Mr Evans' point regarding the implications for businesses, it is important that the cost-benefit analysis should be seriously conducted.","(EN) Pour répondre au point soulevé par M. Evans concernant l'impact sur les entreprises, il est important de dire que l'analyse des coûts et rendements devrait être effectuée sérieusement.",19,28
"Here in this Chamber, ladies and gentlemen, among you, I wish to assure you that in the negotiations for the programmes which are only just beginning - Mr Hatzidakis asked me a question about this - as far as Member States are concerned, your observations will certainly be taken into consideration.","Arrivant au sein de ce collège, parmi vous, je veux, Mesdames et Messieurs, vous assurer que, dans les négociations des programmes, qui n' en sont qu' à leur tout début, - M. le président Hatzidakis m' avait interrogé à ce sujet - pour la plupart des États membres, vos observations seront réellement prises en considération.",50,54
"It is the young people who are disappearing, who are getting an education and finding work outside of the rural areas, all of which has an unfavourable effect on those areas.","Ce sont les jeunes qui disparaissent, qui acquièrent une formation et trouvent un emploi en dehors des zones rurales, ce qui a une incidence défavorable sur ces zones.",30,27
"It naturally has to support these negotiations, sponsored by the United States; contacts have to be increased; the presence of the European Union envoy, Ambassador Moratinos, who has fulfilled his mission with great diligence and efficiency, within the powers of the European Union, is positive.","Elle doit logiquement soutenir ces négociations, sous les auspices des États-Unis et doit multiplier les contacts. La présence de l'envoyé de l'Union européenne, l'Ambassadeur Moratinos, qui a certainement rempli sa mission avec beaucoup de diligence et d'efficacité ­ conformément aux pouvoirs dont dispose l'Union européenne ­, est positive.",44,47
"Although the Commission has itself approved the idea of legislation on proper administration, it has not now accepted a detailed proposal that has been made, but has decided to issue a whole set of additional guidelines on improving service.","La Commission a elle-même approuvé l'idée d'un code de bonne conduite administrative, mais n'a pas accepté la proposition détaillée qui en a été faite. À la place, elle a avancé un ensemble d'indications complémentaires pour un service meilleur.",38,37
"I therefore feel we must carefully consider the balance of power that we are in danger of upsetting if we put forward this type of reform, which appears to be quite specific.","Je crois donc qu'il faut bien réfléchir à l'équilibre des pouvoirs que l'on risque de bouleverser, en présentant ce genre de réforme apparemment ponctuelle.",31,23
"The financial controller should still be able to make checks before funding commitments or payments are made, not in every case, but wherever uncertainties or risks arise.","Le contrôleur financier doit encore avoir la possibilité de faire son travail avant que des payements ne soient effectués, non pas en toute circonstance mais bien dans les cas où des incertitudes et des risques existent.",26,35
I wish you a good evening.,Je lui souhaite une très bonne soirée.,5,6
"The Member States, i.e. the national governments, have primary responsibility for setting up the joint agencies, submitting proposals, selecting the proposals which the programmes will implement and carrying out primary control.","Ce sont les États membres, les gouvernements nationaux qui sont responsables en premier lieu de la mise en place des instances communes, de la soumission des propositions et du choix de ceux qui mettront en uvre les programmes.",30,37
"But can you also provide confirmation concerning the matter I raise in my question, namely that the programme will be designed in such a way that we shall obtain a concrete timetable for the various types of legislation in the social sphere which the Commission is planning, as well as for those initiatives which the Commission is planning with regard to dialogue between the two sides of industry?","Il faut en faire un programme d' action sociale moderne, adapté à notre temps. Mais pourriez-vous aussi confirmer le point que j' évoque dans ma question, à savoir le fait que ce programme devrait être assorti d' un calendrier concret pour les différents types de travaux législatifs que la Commission prévoit d' entreprendre dans le domaine social, ainsi que pour les initiatives qu' elle compte prendre à propos du dialogue entre les partenaires sociaux ?",67,74
"Excessive in comparison with what iron rule, what criteria of efficiency?","Par rapport à quelle règle de fer, à quels critères d' efficacité le seraient-elles ?",10,14
"Indeed, it is unthinkable that we could put in place substantial and procedural legal regulations solely for one sector - that of the protection of financial interests - without first having created a European legal system.","Il est impensable, en effet, de prendre des dispositions juridiques importantes et procédurales pour un seul secteur, celui de la protection des intérêts financiers, sans avoir d'abord créé un règlement judiciaire européen.",35,31
"One of the major problems in this area was that if you do something wrong, especially when it comes to revenue of the European Union, then this will be termed an irregularity in one country and a crime in another.","L' un des grands problèmes dans le domaine était qu' une infraction, portant sur les ressources de l' Union européenne en particulier, était considérée dans tel pays comme une simple infraction et dans tel autre comme un délit.",39,37
"We see it as a very positive sign that, in her own conclusions, the rapporteur has taken account of our committee' s proposal that the Cohesion Fund countries should broaden the research infrastructure by locating universities and colleges in such a way that they would serve those who live in undeveloped regions better than now and make it easier for educated people to remain in their home districts.","Nous estimons fort positif que, dans ses conclusions, le rapporteur ait tenu compte de notre proposition selon laquelle les infrastructures de la recherche devraient être élargies dans les pays de la cohésion en implantant les écoles professionnelles et les universités de telle sorte qu' elles servent mieux les populations des régions les moins développées et qu' elles permettent aux personnes formées de demeurer dans leur région d' origine.",67,67
I would in any case like to congratulate him on his report.,Son rapport mérite en tout cas nos compliments sincères.,11,8
"Only when all European institutions are reformed will we have the open, democratic and decisive Europe which our citizens now finally deserve.","C' est seulement en réformant l' ensemble des institutions européennes que nous obtiendrons l' Europe démocratique, dynamique et transparente que méritent nos concitoyens.",21,22
"As Members of the European Parliament, we must have the courage to explain to our governments and people back home that the Commission' s staff resources are not at all adequate for the tasks which have been assigned to it.","En tant que députés, nous devons avoir le courage d'expliquer à nos gouvernements et à nos concitoyens que les ressources dont dispose la Commission ne correspondent nullement aux tâches qui lui incombent.",39,31
"They are particularly beneficial to the Member States, and I would particularly like to draw your attention to the emphasis the Commission has placed on the issues of sustainable development, job creation and, more particularly, on equal opportunities and transport issues.","Elles sont d'un grand secours pour les États membres, et je veux souligner en particulier la place importante accordée par la Commission aux questions du développement durable, de l'augmentation du nombre d'emplois - l'accent étant mis sur l'égalité des chances - et des transports.",40,43
"This means putting forward the Commission' s priorities, based on past experience in implementing the programmes, as well as current Community policies relating to structural operations.","Il s' agit de présenter les priorités de la Commission, s' appuyant sur les expériences passées lors de la mise en uvre des programmes, tout autant que des politiques communautaires actuelles liées aux interventions structurelles.",25,34
"But the people asking the question need to know that not every instance of instability, as the Commissioner has just so impressively told us, is the result of speculation.",Mais il faut dire aux auteurs de cette question que - comme vient de nous le signaler le commissaire de manière si impressionnante - toute instabilité ne découle pas de spéculations.,28,30
"This limited training element has, however, been removed from all introductory courses which have taken place in recent times.","Cependant, même cet exposé très limité a été supprimé des cours qui ont eu lieu le plus récemment.",18,17
"Secondly, the LEADER initiative currently being studied gives special priority to development strategies which aim to give special support to women in small enterprises in the agricultural sector and in rural tourism, with a view to increasing the involvement of women in agricultural regions.","Deuxièmement, dans l'initiative Leader, pour le moment à l'étude, la priorité est accordée aux stratégies de développement qui visent à appuyer plus spécifiquement les femmes dans de petites entreprises du secteur agricole, dans l'agro-tourisme, en vue de renforcer l'intervention des femmes dans les zones rurales.",43,44
It is about a Commission which is no more.,Nous discutons d' une Commission qui n' est plus en fonction.,8,10
"The European Commission' s decisions, which feature in the report, are welcomed by the European Parliament, as is the decision to ask for the money back in specific cases, thus applying Article 88 of the ECSC Treaty.","Le Parlement européen salue les décisions prises par la Commission européenne, telles que présentées dans ce rapport, y compris celle qui exige, dans un cas précis, le remboursement des sommes allouées et applique donc l'article 88 du traité CECA.",36,38
It is a very important question indeed which Jonas Sjöstedt and others have asked.,La question qu' ont posée Jonas Sjöstedt et d' autres intervenants est très importante.,13,13
"This is a pity, in a sense.","Dans un certain sens, c'est dommage.",6,5
"It is true, there are some European regulations and interpretative statements on the way.",Des règlements européens sont certes édictés et des communications quant à leur interprétation sont effectivement transmises.,13,15
"Furthermore, they have taken on the task of creating a ""scoreboard"" to verify the progress made in this area at Community level, but also - and this seems to me to be important - at the level of the Member States.","De plus, il lui a été demandé de concevoir un tableau de bord permettant de vérifier les progrès réalisés dans ce domaine dans le cadre communautaire, mais également ­ et ceci me semble important ­ au sein des États membres.",40,39
The overall objective therefore of the White Paper on food safety is to put in place the necessary legislation and structures that will guarantee the highest possible level of health protection for consumers arising from the consumption of food.,"Par conséquent, l'objectif global du Livre blanc sur la sécurité alimentaire est de mettre en place la législation et les structures nécessaires qui garantiront les normes les plus élevées possible de protection des consommateurs en matière de santé pour ce qui est de la consommation alimentaire.",38,45
I regret this since we are having to take action because others have not done their job.,Je le déplore car nous devons agir du fait que d'autres n'ont pas fait leur travail.,16,15
"It is important in this field to implement measures relating to the mutual recognition of judicial decisions, and we believe that on the basis of work already done, it will be possible, at least in the field of seizure of assets, for measures to be adopted in the near future to provide for mutual recognition of judicial decisions.","Il importe dans ce domaine de concrétiser des mesures concernant la reconnaissance mutuelle des décisions judiciaires. Nous estimons qu'il est possible avec le travail déjà engagé, du moins dans le domaine de la saisie des biens, d'adopter des mesures permettant la reconnaissance mutuelle des décisions.",57,44
"I would also like to highlight the work carried out by the rapporteur, Mr Rapkay, who has dissected this dense and comprehensive text in such a concise way.","Je tiens également à souligner le travail réalisé par le rapporteur, M. Rapkay, qui a disséqué de façon concise un texte aussi dense et étendu que celui-ci.",27,26
I would say to Mr Elles that we are most definitely in listening mode.,Je dirais à M Elles que nous sommes résolument en mode d'écoute.,13,11
"This scoreboard will not just be a mere instrument of legislative planning. It will also, and above all, be an instrument for increasing transparency and increasing the accountability of all the European Union' s institutions towards the public.","Ce panel d'évaluation ne sera pas un simple instrument de programmation législative, mais aussi et surtout un instrument de renforcement de la transparence et de la responsabilité de toutes les institutions européennes face aux citoyens.",37,34
"Mr President, Commissioner, I have brought you a small gift. Here is a cake of oil sent by someone living on the French island of Noirmoutier who wrote to me as follows: ""With every tide, the beach is covered with heavy fuel oil which has leaked out of the Erika.","Monsieur le Président, Madame la Commissaire, je vous ai apporté un petit cadeau : voilà une galette de mazout envoyée par une habitante de l'île de Noirmoutier qui m'écrit ceci : ""à chaque marée, la plage est couverte de fuel lourd échappé de l'Erika.",49,43
"So far, the promises which have been made are still, however, to be fulfilled, especially where transparency is concerned.","Mais jusqu' à présent, il reste à tenir ces promesses, notamment en ce qui concerne l' application du principe de transparence.",18,20
Countries that claim to be at the heart of Europe but which systematically break its rules should be named and shamed and their hypocrisy revealed.,"Les pays prétendant se trouver au cur de l'Europe mais qui violent systématiquement ses règles devraient être nommés, dénoncés et leur hypocrisie devrait être révélée.",24,24
"Thank you very much, Commissioner, for your reply, although I regret the fact that this working group has taken so long to meet, since this matter is of the greatest importance.","Je vous remercie de votre réponse, Madame la Commissaire, bien que je déplore que ce groupe de travail ait mis tant de temps à se réunir, alors qu'il s'agit d'une question de la plus grande importance.",30,35
"For example, these would be measures for vocational training, for further education, for re-integrating people who have already been excluded from the production process, for the flexibilisation of working time and working time arrangements, in order to bring about a definite improvement in the integration of personal and social aspects and perhaps also to promote employment opportunities for women again.","Il s'agirait par exemple de meures en matière de formation professionnelle, de formation continue, de réinsertion des personnes qui ont déjà été exclues du processus de production, de flexibilisation du temps et des formes de travail afin de pouvoir améliorer sensiblement la relation entre les aspects personnels et sociaux et peut-être aussi de promouvoir à nouveau l'activité des femmes.",59,58
"We are all very much anticipating this, but the facts are still missing at this time when we already have to decide whether or not to grant discharge.",Nous l' attendons tous avec impatience mais ignorons si nous devons d'ores et déjà prendre une décision concernant la décharge.,27,19
"Mr President, Commissioner, I believe that the unfortunate incident involving the Erika should in fact, as others have said this afternoon, constitute a decisive watershed which will see the end to this type of accident in the European Union where, since 1967, there have been seventeen accidents involving large oil tankers; more than one every two years.","Monsieur le Président, Madame la Commissaire, je crois que l'accident déplorable de l'Erika devrait, comme on l'a souligné dans cette Assemblée cet après-midi, marquer un tournant définitif en ce qui concerne ce genre d'accidents au sein de l'Union européenne, qui a connu, depuis 1967, dix-sept accidents de grands pétroliers, soit plus d'un accident tous les deux ans.",56,56
What we have here is an ecological disaster.,Il s'agit bien d'une catastrophe écologique.,7,5
"Given that the Commission is represented by Vice-President de Palacio, I believe that, before voting, it would help if the Commission could let us know how ready it is to present this programme, as agreed. Alternatively, Parliament is not ready to examine this programme, as some appear to be suggesting.","Étant donné que la Commission est représentée par la vice-présidente, Mme de Palacio, je crois qu'avant de voter, il serait bon de connaître la position de la Commission en ce qui concerne ses disponibilités pour présenter le programme, tel que cela avait été convenu) ou bien le Parlement n'est pas en mesure d'examiner ce programme, comme certains semblent le prétendre.",49,59
"Naturally the Court will be able to give its considered opinion on the proposed changes to the Financial Regulation but it is useful to recall Mr Karlsson' s comments to this House last month. ""The Commission's internal control"" he said ""is not forceful enough in preventing incorrect operation.","La Cour pourra bien entendu donner son avis sur les propositions de changement du règlement financier, mais il est utile de rappeler les propos que M. Karlsson a tenus dans cette enceinte le mois dernier : Le contrôle interne de la Commission, disait-il n'est pas suffisamment vigoureux pour éviter les opérations incorrectes.",47,51
"Mr President, I would like, in beginning my speech regarding the White Paper, to congratulate the rapporteur, Mr von Wogau.","Monsieur le Président, je commencerai mon intervention sur le Livre blanc en félicitant le rapporteur, M. von Wogau.",19,17
Does the presidency intend to do anything about this?,La présidence compte-t-elle prendre des mesures dans ce domaine ?,8,9
"On behalf of all the officials of the Commission and my predecessor, Mrs Wulf-Mathies, I must inform you that we were very alert to the evaluation made by this House and by yourself.","Au nom de tous les fonctionnaires de la Commission et de mon prédécesseur, Mme Wulf-Mathies, je tiens à vous dire que nous avons été très sensibles à cette appréciation portée par votre Assemblée et par vous-même.",32,35
"Of course, it is particularly important for people with special needs to have access to means of transport, services and all types of installation if they are to exercise their right to freedom of movement.","Bien sûr, il est d'une grande importance que les handicapés puissent avoir accès aux moyens de transport, aux services, aux installations de toute nature, pour qu'ils jouissent de la liberté de circulation.",34,31
"In more direct terms, to the extent that this measure could be deemed an indirect restriction on capital streams, this would contravene the Treaty of Rome.","Qui plus est, dans la mesure où cette disposition pourrait être décrite comme une restriction indirecte des flux de capitaux, elle serait contraire au traité de Rome.",25,26
"Everything is done to make the lines of responsibility, the identity of the owners and real decision-makers as impenetrable as possible.","Tout est fait pour rendre le plus opaque possible la chaîne des responsabilités, l' identité des propriétaires et des décideurs réels.",20,20
"In six months' time, it may be appropriate to carry out an analysis of the outcome and also to look more closely at the new situation' s effects upon the Commission' s role.","Il pourrait être judicieux de procéder, vers le milieu de l'année, à une analyse des résultats, mais aussi d' examiner de plus près l' incidence de la nouvelle situation sur le rôle de la Commission.",32,34
I believe that the principle of relative stability is a fundamental legal principle of the common fisheries policy and a proposal to subvert it would be legally inadmissible.,"À mon sens, le principe de stabilité relative est un principe juridique fondamental de la politique commune de la pêche et toute proposition le bouleversant serait juridiquement irrecevable.",27,27
"We need technical testing of ships, that is obligatory technical testing every two years, and no ship to be operated without the accompanying certificate.","D'un contrôle technique pour les navires, et même d'un contrôle technique bisannuel obligatoire assorti d'un certificat sans lequel aucun navire ne pourrait être exploité.",23,23
"These include a comprehensive information gathering and surveillance function, the coordination of scientific information in the EU, and building up strong networks with food safety agencies and bodies in Member States.","Ceux-ci comprennent la collecte complète d'informations et des fonctions de surveillance, la coordination des informations scientifiques au sein de l'UE et l'établissement de réseaux solides avec des agences et organismes de sécurité alimentaire au sein des États membres.",30,37
The situation of AIDS in Africa now is so serious that more people are dying of AIDS than are dying in conflict.,La situation sur ce plan en Afrique est aujourd'hui devenue tellement grave que le sida tue plus que les conflits armés.,21,20
"Firstly, the same penalty clauses regarding European fraud must apply in all Member States of the European Union.","Premièrement, les mêmes sanctions pénales doivent être appliquées dans tous les États membres de l' Union européenne en matière de fraude européenne.",17,21
"I have to inform you, Commissioner, that both the report of the Wise Men and that of Mr van Hulten will become gauges for our group, gauges which should make it clear to us whether we can have confidence in the Prodi Commission or not.","Quoiqu' il en soit, je dois vous dire, Monsieur le Commissaire, qu' aussi bien le rapport du comité d' experts indépendants que le rapport de M. Van Hulten serviront d' étalons pour notre groupe, des étalons qui devront nous indiquer si, oui ou non, nous pouvons accorder notre confiance à la Commission Prodi.",44,52
"My first thoughts are for the 26 Indian sailors, who were saved but of whom nothing has been said.","Je pense d'abord aux 26 marins indiens, dont on ne parle pas et qui ont été sauvés.",18,16
The Barak government has given to understand that it intends to conclude a peace agreement with a state as the other party.,Le gouvernement Barak a laissé entendre que l' on irait dans le sens de la conclusion d' un accord de paix entre deux États.,21,23
We will dedicate approximately one hour and fifteen minutes to Question Time.,Je vous informe que nous consacrerons environ une heure et quinze minutes à cette heure des questions.,11,16
"When six European countries have granted the right to vote, the President of this House can venture to extend this right to vote, and eligibility to participate in the municipal and European elections, to all people from outside the Community who have lived in Europe for more than five years.","Lorsque six pays européens accordent le droit de vote, votre président peut se permettre d'étendre ce droit de vote et d'éligibilité aux élections municipales et européennes à l'ensemble des citoyens extracommunautaires résidant depuis plus de cinq ans sur le territoire européen.",49,40
"However, when it comes to safety, I am rather sceptical because safety in Sweden, for example, is in principle no different from safety in Germany, Italy or Austria.","Pour ce qui est de la sécurité, je suis cependant quelque peu sceptique parce que, sur le principe, la sécurité n'est pas différente en Suède, par exemple, de ce qu'elle est en Allemagne, en Italie ou en Autriche.",27,37
"I would also like to thank Mrs Terrón i Cusí for having asked the question which has given rise to the first annual debate of this parliamentary term on the establishment of an area of freedom, security and justice, and to thank all the Members who, in their various committees, have actively participated in preparing this annual debate. I would also like to thank the representatives of the national parliaments and of civil society.","Ensuite, je voudrais remercier Mme Anna Terrón d'avoir posé la question qui donne lieu au premier débat annuel de cette législature sur la création d'un espace de Liberté, Sécurité et Justice ; je voudrais remercier aussi tous les députés qui ont participé activement, au sein des différentes commissions, à la préparation de ce débat annuel, ainsi que les représentants des parlements nationaux et de la société civile.",73,66
Mr Verheugen has the floor on behalf of the Commission.,"La parole est à M. Verheugen, au nom de la Commission.",9,10
"Does the Council consider that, on the basis of Article 255 of the Treaty, national legislation on transparency can be regulated, that is to say legislation not relating to the EU' s institutions?","Le Conseil estime-t-il que l' on puisse, sur la base de l' article 255 du traité, régler les législations nationales en matière de transparence, en dehors de celle qui doit régir les institutions européennes ?",32,34
"There are men and women who depend on fishing, gathering shellfish and the service or tourist industries in these coastal areas. They are environmentally sensitive areas, but they are also sensitive from the point of view of social development and territorial equilibrium.","Des hommes et des femmes dépendent des fruits de mer, de la pêche, du secteur des services ou du tourisme dans ces zones côtières ; ce sont des zones fragiles d'un point de vue environnemental, mais également en ce qui concerne le développement social et l'équilibre territorial.",41,46
Mr Patten has the floor on behalf of the Commission.,"La parole est à M. Patten, au nom de la Commission.",9,10
"During the Portuguese Presidency, we will be continuing discussions on the CAP, by adapting some of the common market organisations with a view to developing the Union' s rural areas in an appropriate way and guaranteeing an improvement in farmers' incomes, paying particular attention to measures which could have an impact on small family-run farms.","Sous la présidence portugaise, nous devrons poursuivre le processus de discussion de la PAC à travers l'adaptation de certaines organisations communes de marché en visant un développement harmonieux des zones rurales de l'Union et la garantie d'une évolution positive des revenus des agriculteurs, en réservant une attention particulière aux mesures qui peuvent avoir un impact sur les petites exploitations agricoles familiales.",54,60
"The Royal Society for the Protection of Birds believes that as many as 400,000 birds, perhaps mainly guillemots, may have died.",La Royal Society for the Protection of Birds estime que pas moins de 400 000 oiseaux et peut-être un grand nombre de guillemots ont péri.,20,24
"However, the Commission will have the possibility of seeing that the opinions of the Authority on scientific matters are enforced by way of passing legislation which is the function of the Commission, Parliament and Council.","Toutefois, la Commission aura la possibilité de faire en sorte que les opinions de l'autorité en matière scientifique soient mises en uvre par l'adoption de législations, ce qui constitue le rôle de la Commission, du Parlement et du Conseil.",34,38
It forms a sound basis for discussion and is to be welcomed in this sense.,Il représente une bonne base de discussion et il convient par conséquent de lui réserver un bon accueil.,14,17
"Mr President, I welcome the statement from the Commissioner.","Monsieur le Président, je salue la déclaration de la commissaire.",8,9
"The common position includes practically all of the amendments accepted by the Commission and harmonises the minimum examination requirements for safety advisers and, at second reading, we can accept the amendment on the proposed date, which is much more realistic than the one originally suggested by the Commission, bearing in mind that we have now spent several years debating this question.","La position commune inclut pratiquement tous les amendements acceptés par la Commission, harmonise les exigences minimales applicables aux examens des conseillers à la sécurité et, en deuxième lecture, nous pouvons accepter la date proposée, bien plus réaliste que celle projetée au départ par la Commission, sachant que cela fait déjà plusieurs années que nous débattons cette question.",60,56
Members will recall that the European Union is the largest financial donor to the overall efforts in bringing reconciliation to the people of the Middle East.,Les députés se souviendront que l'Union européenne est le plus important bailleur de fonds en faveur des initiatives de tous ordres susceptibles d'encourager la réconciliation entre les peuples du Moyen-Orient.,25,29
These could include withholding Community financial support or recouping funding already committed to a Member State.,Ceux-ci pourraient inclure une retenue sur les aides financières communautaires ou la récupération de financements déjà engagés en faveur d'un État membre.,15,21
I hope that we can thrash this out.,J'espère que nous pouvons en débattre.,7,5
"Thirdly, the need to develop the employment side of growth, even though I am aware, as Mr van Dam just said, that the prime responsibility is that of the Member States, and that, when we speak of the responsibility of Member States, and indeed of the usefulness or effectiveness of this regional policy, we must clearly establish what sort of period we are working in.","Troisième point, la nécessité de développer le contenu en emplois de la croissance, même si je sais bien, M. van Dam l'a dit tout à l'heure, que la première responsabilité est celle des États membres, et que quand on parle de la responsabilité des États membres, comme d'ailleurs de l'utilité ou de l'efficacité de cette politique régionale, il faut bien voir dans quelle période nous nous situons.",64,66
"The proposals in Mrs Theato' s report seek to encourage the Commission to present a substantive legislative measure on the protection, under criminal law, of our financial interests, which would criminalise certain activity, specifically fraud against the Community budget. These proposals represent a serious attempt to establish a new and ever more urgently-needed uniform criminal law for the whole Community.","Les propositions du rapport de Mme Theato visant à inciter la Commission à présenter un acte normatif concret sur la protection pénale des intérêts financiers avec une classification des délits, notamment de la fraude au budget communautaire, représentent à notre avis une tentative sérieuse de créer un nouveau droit pénal toujours plus nécessaire, uniforme au niveau de la Communauté.",59,58
"Commissioner, as time is very short, I would like to pick out the seven points which we feel, and you have already mentioned some of them, are essential to work on: double-hulled vessels in our waters as soon as possible and the strictest possible state control of ports. In particular, we must ensure that classification societies are compelled to make their reports public, as currently, we do not have access to them.","Je voudrais, Madame la Commissaire, vous égrener rapidement puisqu'ici le temps est très compté, les sept points qui nous paraissent, et vous en avez d'ailleurs cités quelques-uns, essentiels à travailler : la double coque le plus tôt possible dans nos eaux ; le contrôle par l'État du port le plus sévère possible.",71,51
"Together with Mrs Grossetête and the PPE-DE Group, we tabled a motion for a resolution.","Avec Françoise Grossetête et le PPE, nous avons déposé une proposition de résolution.",14,12
I am very indignant about the fact that it is so difficult to get any documents handed over on this matter.,Je suis absolument offusqué de constater la difficulté d'obtenir des documents relatifs à cette affaire.,20,14
It will be headed by a professionally qualified member of the audit profession and its independence must and will be guaranteed through a new provision to be added in the financial regulation.,Il sera composé d'auditeurs qualifiés et son indépendance devra être et sera garantie par une nouvelle disposition qui sera ajoutée au règlement financier.,31,22
"Mr Sjöstedt, the answer that I gave was the only answer possible.","Monsieur le Député, la réponse apportée est la seule réponse possible.",11,10
I would also ask the Commission whether an analysis has been undertaken of the implications of this change for business: a cost-benefit analysis of the sort that is now becoming so much more European policy.,"Je voudrais également demander à la Commission si une analyse des implications de ce changement sur les entreprises a été effectuée : je veux parler d'une analyse des coûts et rendements, de celles qui deviennent tellement caractéristiques de la politique européenne.",34,40
I am happy that we have been able to deliver so quickly.,Je suis heureux que nous ayons été capable de le rédiger si rapidement.,11,12
"We will continue the interinstitutional dialogue opened with the Committee for Economic and Monetary Affairs, and, at a more general level, with Parliament.","Nous poursuivrons ce dialogue interinstitutionnel, en particulier avec la commission économique et monétaire, mais plus généralement avec le Parlement.",22,18
"The challenge for the Commission and for ourselves is, however, to find the right mix.",Le défi pour la Commission et pour nous-mêmes consiste cependant à trouver le bon dosage.,14,14
It would be unlikely to have much impact on the Chinese authorities and we already have effective channels of communication with the Tibetan community in exile.,Il est peu probable que cela aura un grand impact sur les autorités chinoises et nous disposons déjà de canaux de communication efficaces avec la communauté tibétaine en exil.,25,28
"We can set another example here, to the effect that Parliament is taking action to prevent mismanagement and in particular, fraud, and to mete out punishment where necessary.","Nous pouvons une nouvelle fois montrer que ce Parlement est actif pour prévenir la mauvaise gestion et, en particulier, la fraude et prononcer une condamnation là où c'est nécessaire.",27,28
This report is about the Commission.,Ce rapport concerne la Commission.,5,4
"It looked, as Mr Schulz once aptly said in committee, as if the Council understood the area of freedom, security and justice to mean an area in which the Council has free rein, security from Parliament and the right to do and order as it will.","Il semblerait que le Conseil, comme l'a fort justement décrit M. Schulz au sein de notre commission, interprète l'espace de liberté, de sécurité et de justice comme un espace lui garantissant une liberté de carnaval, la sécurité devant le Parlement et, en fait de justice, le droit de faire et d'autoriser ce qui lui plaît.",45,54
"Sometimes it is worthy of satire and merits discussion, but I digress.",Cela relève parfois du numéro de chansonnier et mériterait une discussion. Mais tel n'est pas mon sujet.,11,16
"This commitment is important because the Commission is a body with a monopoly of initiative in accordance with the Treaties and, therefore, basically dictates this Parliament' s political and legislative activity for the next five years.","Cet engagement est important dans la mesure où la Commission est un organisme qui détient, conformément aux Traités, le monopole de l'initiative et qui, par conséquent, décide pour l'essentiel quelle sera l'activité politique et législative de ce Parlement au cours des cinq prochaines années.",35,43
